[16:20:44] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[16:20:44] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[16:20:44] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[16:20:44] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[16:20:44] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2860 for Minecraft 1.12.2 loading
[16:20:44] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_311, running on Linux:aarch64:5.4.17-2136.302.6.1.el7uek.aarch64, installed at /usr/java/jdk1.8.0_311-aarch64/jre
[16:20:44] [main/DEBUG] [FML]: Java classpath at launch is:
[16:20:44] [main/DEBUG] [FML]:     server.jar
[16:20:44] [main/DEBUG] [FML]: Java library path at launch is:
[16:20:44] [main/DEBUG] [FML]:     /usr/java/packages/lib/aarch64
[16:20:44] [main/DEBUG] [FML]:     /lib
[16:20:44] [main/DEBUG] [FML]:     /usr/lib
[16:20:44] [main/DEBUG] [FML]: Determined Minecraft Libraries Root: /home/opc/libraries
[16:20:44] [main/DEBUG] [FML]: Cleaning up mods folder: ./mods
[16:20:44] [main/DEBUG] [FML]: Examining file: # LibLoader.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SetBonus-1.12.2.020.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: carrotslib-mc1.12.2-1.0.0b1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: EntityCulling-1.12.2-4.2.5.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: firstaid-1.6.20.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ChunkAnimator-MC1.12-1.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: GooglyEyes-1.12.2-7.1.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: pigstep-1.12.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: comforts-1.12.2-1.4.1.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: CompatSkills-1.12.2-1.17.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: DynamicTreesTraverse-1.12.2-2.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ShieldBreak-1.0.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: CoralReef-2.5-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: MTLib-3.0.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: craftablechainmail-1.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: CraftableHorseArmour-1.3.0-1.12.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: InfernalMobs-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ItemPhysic_Full_1.4.37_mc1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: CustomMainMenu-MC1.12.2-2.0.9.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: defiledlands-1.12.2-1.4.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: BetterTabs-1.0.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: CollisionDamage-1.2.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: FantasticLib-1.12.2.047.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SoManyEnchantments-0.5.5.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: DynamicSurroundingsHuds-1.12.2-3.6.0.0.jar
[16:20:44] [main/DEBUG] [FML]: Making maven link for org.orecruncher:DynamicSurroundingsHuds:1.12.2-3.6.0.0 in memory to /home/opc/./mods/DynamicSurroundingsHuds-1.12.2-3.6.0.0.jar.
[16:20:44] [main/DEBUG] [FML]: Examining file: BQ_Multiblock_Structure_Integration-1.0.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Charm-1.12.2-1.4.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ElenaiDodge-1.12.2-2.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Mantle-1.12-1.3.3.55.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: EnchantmentDescriptions-1.12.2-1.1.20.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: DynamicSurroundings-1.12.2-3.6.2.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ToolBelt-1.12.2-1.9.14.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: FamiliarFauna-1.12.2-1.0.11.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: FancyBlockParticles-1.12.x-2.4.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: BetterQuesting-3.5.329.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ContentTweaker-1.12.2-4.10.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ISeeDragons-1.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: YungsLaw-1.12.2-1.0.4.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: FoodExpansion1.3.3-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Locks-1.12.2-3.0.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Forgelin-1.8.4.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: MmmMmmMmmMmm-1.12-1.14.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: FriendlyEndermite_v1.0.1_mc1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: [___MixinCompat-0.8___].jar
[16:20:44] [main/DEBUG] [FML]: Examining file: GlobalGameRules-1.12.2-2.2.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: FishingMadeBetter-1.12.2-2.1.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: rustic-1.1.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: iceandfire-1.7.1-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: BetterMineshaftsForge-1.12.2-2.2.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: CraftTweaker2-1.12-4.1.20.670.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Inspirations-1.12.2-0.2.9.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: InventoryTweaks-1.64+dev.151.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Controlling-3.0.8.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ForgeEndertech-1.12.2-4.5.6.0-build.0619.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: IvToolkit-1.3.3-1.12.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: _MixinBootstrap-1.1.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Level Up! 2-1.1.23-1.12.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: EnhancedVisuals_v1.4.4_mc1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: anvilpatch-1.1.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: llibrary-1.7.20-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Found existing ContainedDep llibrary-core-1.0.11-1.12.2.jar(net.ilexiconn:llibrary-core:1.0.11-1.12.2) from /home/opc/mods/memory_repo/net/ilexiconn/llibrary-core/1.0.11-1.12.2/llibrary-core-1.0.11-1.12.2.jar extracted to ./mods/llibrary-1.7.20-1.12.2.jar, skipping extraction
[16:20:44] [main/DEBUG] [FML]: Examining file: llibrary-core-1.0.11-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Making maven link for net.ilexiconn:llibrary:1.7.20-1.12.2 in memory to /home/opc/./mods/llibrary-1.7.20-1.12.2.jar.
[16:20:44] [main/DEBUG] [FML]: Examining file: spartanfire-0.05.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Toast Control-1.12.2-1.8.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: astikorcarts-1.12.2-0.1.2.8.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: corpsecomplex-1.12.2-1.0.12.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: itlt-1.12.x-1.0.4.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: xptome-1.12.2-v1.1.6.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Traverse-1.12.2-1.6.0-69.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: trumpetskeleton-1.12-1.0.2.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: tumbleweed-1.12-0.4.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Waystones_1.12.2-4.1.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: lycanitesmobs-1.12.2-2.0.8.4.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: RealisticTorches-1.12.2-2.1.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: RoguelikeDungeonsFnarEdition-1.12.2-2.4.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SnowRealMagic-1.12.2-0.6.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SpartanHUDBaubles-1.12.2-1.0.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: StandardExpansion-3.4.173.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: XPFromHarvest-1.12.2-1.2.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: callablehorses-1.12.2-1.1.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: grapplemod-1.12.2-v12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: modtweaker-4.0.20.5.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: LoadingScreens-1.12.2-0.3.1.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: notreepunching-2.0.21.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: lostcities-1.12-2.0.22.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: MainMenuScale-1.3.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SpartanShields-1.12.2-1.5.5.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Trinkets+and+Baubles-0.31.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: base-1.12.2-3.14.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: disenchanter[1.12]1.8.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: iChunUtil-1.12.2-7.2.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: switchbow-1.6.8.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: MultiMine-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Neat 1.4-17.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: OreLib-1.12.2-3.6.0.1.jar
[16:20:44] [main/DEBUG] [FML]: Making maven link for org.orecruncher:OreLib:1.12.2-3.6.0.1 in memory to /home/opc/./mods/OreLib-1.12.2-3.6.0.1.jar.
[16:20:44] [main/DEBUG] [FML]: Examining file: phosphor-1.12.2-0.2.6+build50-universal.jar
[16:20:44] [main/DEBUG] [FML]: Making maven link for me.jellysquid.mods:phosphor:1.12.2-0.2.6+build50 in memory to /home/opc/./mods/phosphor-1.12.2-0.2.6+build50-universal.jar.
[16:20:44] [main/DEBUG] [FML]: Examining file: incontrol-1.12-3.9.18.jar
[16:20:44] [main/DEBUG] [FML]: Found existing ContainedDep META-INF/libraries/mcjtytools-1.12-0.0.21.jar(com.github.mcjty:mcjtytools:0.0.21) from /home/opc/mods/memory_repo/com/github/mcjty/mcjtytools/0.0.21/mcjtytools-0.0.21.jar extracted to ./mods/incontrol-1.12-3.9.18.jar, skipping extraction
[16:20:44] [main/DEBUG] [FML]: Examining file: mcjtytools-0.0.21.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: tschipplib-1.12.2-1.1.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: PotionCore-1.9_for_1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: PotionFingers-r1.0-8.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: QualityTools-1.0.7_for_1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: carryon-1.12.2-1.12.6.20.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: forgottenitems-1.12.2-1.3.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: particleculling-1.12.2-v1.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: RecurrentComplex-1.4.8.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Reskillable-1.12.2-1.13.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ResourceLoader-MC1.12.1-1.5.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: jei_1.12.2-4.16.1.302.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: roughTweaks0.2.4-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: Ruins-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: ScalingHealth-1.12.2-1.3.42+147.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SereneSeasons-1.12.2-1.2.18-universal.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: wolfarmor-1.12.2-3.7.5-universal-signed.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SilentLib-1.12.2-3.0.14+168.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: sit-1.12.2-v1.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: fxcontrol-1.12-0.1.15.jar
[16:20:44] [main/DEBUG] [FML]: Found existing ContainedDep META-INF/libraries/mcjtytools-1.12-0.0.21.jar(com.github.mcjty:mcjtytools:0.0.21) from /home/opc/mods/memory_repo/com/github/mcjty/mcjtytools/0.0.21/mcjtytools-0.0.21.jar extracted to ./mods/fxcontrol-1.12-0.1.15.jar, skipping extraction
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/memory_repo/com/github/mcjty/mcjtytools/0.0.21/mcjtytools-0.0.21.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: Examining file: mcw-bridges-1.0.6b-mc1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SpawnerControl-1.6.3b.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: TickProfiler-1.12-0.0.10.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: tnt_utilities-mc1.12-1.2.3.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: bettercaves-1.12.2-2.0.4.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: dynamictreesdefiledlands-1.12.2-1.0.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: playerbosses-1.12.2-1.1.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: WearableBackpacks-1.12.2-3.1.4.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: MoBends_1.12.2-1.2.1-19.12.21.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: MouseTweaks-2.10.1-mc1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: RebornCore-1.12.2-3.19.5-universal.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SimpleDifficulty-1.12.2-0.3.7.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SoundFilters-0.12.1_for_1.12.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: SpartanWeaponry-1.12.2-1.4.0.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: VariedCommodities_1.12.2-(06Dec21).jar
[16:20:44] [main/DEBUG] [FML]: Examining file: betternether-0.1.8.6.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: foamfix-0.10.14-1.12.2.jar
[16:20:44] [main/DEBUG] [FML]: Examining file: librarianlib-1.12.2-4.22.jar
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/DynamicSurroundingsHuds-1.12.2-3.6.0.0.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/memory_repo/net/ilexiconn/llibrary-core/1.0.11-1.12.2/llibrary-core-1.0.11-1.12.2.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/llibrary-1.7.20-1.12.2.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/OreLib-1.12.2-3.6.0.1.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/phosphor-1.12.2-0.2.6+build50-universal.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: File already proccessed /home/opc/./mods/memory_repo/com/github/mcjty/mcjtytools/0.0.21/mcjtytools-0.0.21.jar, Skipping
[16:20:44] [main/DEBUG] [FML]: Enabling runtime deobfuscation
[16:20:44] [main/DEBUG] [FML]: Instantiating coremod class FMLCorePlugin
[16:20:44] [main/DEBUG] [FML]: Found signing certificates for coremod FMLCorePlugin (net.minecraftforge.fml.relauncher.FMLCorePlugin)
[16:20:44] [main/DEBUG] [FML]: Found certificate e3c3d50c7c986df74c645c0ac54639741c90a557
[16:20:44] [main/DEBUG] [FML]: Added access transformer class net.minecraftforge.fml.common.asm.transformers.AccessTransformer to enqueued access transformers
[16:20:44] [main/DEBUG] [FML]: Enqueued coremod FMLCorePlugin
[16:20:44] [main/DEBUG] [FML]: Instantiating coremod class FMLForgePlugin
[16:20:44] [main/DEBUG] [FML]: Found signing certificates for coremod FMLForgePlugin (net.minecraftforge.classloading.FMLForgePlugin)
[16:20:44] [main/DEBUG] [FML]: Found certificate e3c3d50c7c986df74c645c0ac54639741c90a557
[16:20:44] [main/DEBUG] [FML]: Enqueued coremod FMLForgePlugin
[16:20:44] [main/DEBUG] [FML]: All fundamental core mods are successfully located
[16:20:44] [main/DEBUG] [FML]: Discovering coremods
[16:20:44] [main/INFO] [FML]: Searching /home/opc/./mods for mods
[16:20:44] [main/DEBUG] [FML]:   Adding # LibLoader.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Bountiful+Baubles-1.12.2-0.1.8.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding DynamicTrees-1.12.2-0.9.26.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Placebo-1.12.2-1.6.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Advanced-Fishing-1.12.2-1.3.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Quark-r1.6-179.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding alcatrazcore-1.0.4.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding antiqueatlas-1.12.2-4.6.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding classyhats-1.6.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Aquaculture-1.12.2-1.6.8.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding armorunder-mc1.12.2-1.0.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding LootTweaker-0.3.1+MC1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding AutoRegLib-1.3-32.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BacoDifficulty-1.0.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding RLTweaker-1.12.2-0.4.7.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BattleTowers-1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Baubles-1.12-1.5.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding RealBench-1.12.2-1.3.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding better_survival-1.4.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding SRParasites-1.12.2v1.9.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BetterCombat-1.12.2-1.5.6.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BQTweaker-1.3.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BedBreakBegone-1.0.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Born In A Barn V1.8-1.12-1.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding CreativeCore_v1.10.69_mc1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Lootable-Bodies-Mod-1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Bloodmoon-MC1.12.2-1.5.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BNBGamingLib-1.12.2-2.17.6.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding AIReducer-1.12.2-0.3.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding AdHooks-1.12.2-3.3.1.0-build.0626.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BetterFoliage-MC1.12-2.3.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding Bountiful-1.12.2-2.2.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding DoomlikeDungeons-1.14.10-MC1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding SetBonus-1.12.2.020.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding carrotslib-mc1.12.2-1.0.0b1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding EntityCulling-1.12.2-4.2.5.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding firstaid-1.6.20.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding ChunkAnimator-MC1.12-1.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding GooglyEyes-1.12.2-7.1.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding pigstep-1.12.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding comforts-1.12.2-1.4.1.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding CompatSkills-1.12.2-1.17.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding DynamicTreesTraverse-1.12.2-2.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding ShieldBreak-1.0.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding CoralReef-2.5-1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding MTLib-3.0.7.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding craftablechainmail-1.0.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding CraftableHorseArmour-1.3.0-1.12.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding InfernalMobs-1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding ItemPhysic_Full_1.4.37_mc1.12.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding CustomMainMenu-MC1.12.2-2.0.9.1.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding defiledlands-1.12.2-1.4.3.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding BetterTabs-1.0.2.jar to the mod list
[16:20:44] [main/DEBUG] [FML]:   Adding CollisionDamage-1.2.1.jar to the mod list
